Sender,Message,Timestamp,Amount,Amount_Category
Sender_894,Verification code: 112233 for account activation.,2025-01-16 14:37:52,,
Sender_114,New job opening in your preferred industry.,2025-01-23 08:37:52,,
Sender_172,UPI payment of ₹43027 successful.,2025-01-08 03:37:52,43027.0,High Value
Sender_442,Dental appointment booked for 5 PM tomorrow.,2025-01-24 21:37:52,,
Sender_232,Transaction OTP: 987654. Valid for 5 minutes.,2025-01-05 12:37:52,,
Sender_237,Your card was used for a ₹61407 purchase.,2025-01-19 09:37:52,61407.0,Very High Value
Sender_496,Secure login OTP: 654321.,2025-01-04 00:37:52,,
Sender_362,Dad: Don't forget to pay the electricity bill.,2025-01-05 00:37:52,,
Sender_730,Your card was used for a ₹92188 purchase.,2025-01-04 03:37:52,92188.0,Very High Value
Sender_877,Gas bill alert: Pay ₹750 before the due date.,2025-01-17 23:37:52,,
Sender_557,EMI payment of ₹69159 is due next week.,2025-01-15 01:37:52,69159.0,Very High Value
Sender_904,Loan statement is available for ₹829.,2025-01-05 12:37:52,829.0,Low Value
Sender_252,New business proposal received.,2025-01-29 08:37:52,,
Sender_659,Flight AI-302 to Mumbai departs at 8:00 AM.,2025-01-19 04:37:52,,
Sender_193,Exclusive flash sale for members only!,2025-01-04 00:37:52,,
Sender_468,HR update: Your interview is scheduled for Monday.,2025-01-26 16:37:52,,
Sender_434,Client meeting scheduled at 2 PM.,2025-01-31 08:37:52,,
Sender_360,Your loan application for ₹53248 has been approved.,2025-01-19 05:37:52,53248.0,Very High Value
Sender_702,Special offer! Get 50% off on all products.,2025-01-10 15:37:52,,
Sender_475,New business proposal received.,2025-01-15 19:37:52,,
Sender_552,Reminder: Your Aadhaar update appointment is tomorrow.,2025-01-26 07:37:52,,
Sender_568,Secure login OTP: 654321.,2025-01-31 22:37:52,,
Sender_779,HR update: Your interview is scheduled for Monday.,2025-01-29 11:37:52,,
Sender_155,Your loan application for ₹13578 has been approved.,2025-02-02 06:37:52,13578.0,High Value
Sender_764,Reminder: Team meeting at 10 AM tomorrow.,2025-01-31 08:37:52,,
Sender_592,Prescription refill reminder: Check your stock.,2025-01-07 02:37:52,,
Sender_614,Pharmacy alert: New medicines available.,2025-01-03 05:37:52,,
Sender_157,Salary of ₹38102 deposited successfully.,2025-01-30 08:37:52,38102.0,High Value
Sender_235,Transaction OTP: 987654. Valid for 5 minutes.,2025-01-11 03:37:52,,
Sender_316,Your train ticket to Delhi is confirmed.,2025-01-03 23:37:52,,
Sender_795,Sister: Can you pick me up from college today?,2025-01-13 03:37:52,,
Sender_736,Your blood test results are available online.,2025-01-30 03:37:52,,
Sender_741,Reminder: Team meeting at 10 AM tomorrow.,2025-01-18 03:37:52,,
Sender_448,Client meeting scheduled at 2 PM.,2025-01-20 12:37:52,,
Sender_228,Important: Property tax deadline extended.,2025-01-23 16:37:52,,
Sender_256,Dad: Don't forget to pay the electricity bill.,2025-01-29 02:37:52,,
Sender_987,Use 778899 to reset your password.,2025-01-26 14:37:52,,
Sender_805,Verification code: 112233 for account activation.,2025-01-22 01:37:52,,
Sender_626,Your loan application for ₹9444 has been approved.,2025-01-10 14:37:52,9444.0,Medium Value
Sender_513,New business proposal received.,2025-01-06 00:37:52,,
Sender_825,Limited-time sale! Buy 1 Get 1 Free on electronics.,2025-01-28 21:37:52,,
Sender_990,"Mom: Dinner is ready, come home soon.",2025-01-05 11:37:52,,
Sender_337,"Congratulations! You are the lucky winner of ₹10,000 cash prize!",2025-01-10 14:37:52,,
Sender_233,HR update: Your interview is scheduled for Monday.,2025-01-09 02:37:52,,
Sender_637,Big clearance sale! Up to 50% off.,2025-01-06 11:37:52,,
Sender_376,Claim your jackpot winnings now before the deadline!,2025-01-13 04:37:52,,
Sender_362,Gas bill alert: Pay ₹750 before the due date.,2025-01-25 15:37:52,,
Sender_731,"Special offer: Buy 2, Get 1 Free.",2025-01-13 03:37:52,,
Sender_176,Doctor's appointment confirmed for 3 PM.,2025-02-02 05:37:52,,
Sender_960,Your train ticket to Delhi is confirmed.,2025-01-30 22:37:52,,
Sender_445,"Mom: Dinner is ready, come home soon.",2025-01-24 13:37:52,,
Sender_950,Transaction OTP: 987654. Valid for 5 minutes.,2025-01-05 10:37:52,,
Sender_530,HR update: Your interview is scheduled for Monday.,2025-01-06 21:37:52,,
Sender_983,Congratulations! Your job application is shortlisted.,2025-01-14 15:37:52,,
Sender_794,Doctor's appointment confirmed for 3 PM.,2025-01-23 07:37:52,,
Sender_881,Limited-time sale! Buy 1 Get 1 Free on electronics.,2025-01-27 18:37:52,,
Sender_611,Gas bill alert: Pay ₹750 before the due date.,2025-01-29 08:37:52,,
Sender_180,Reminder: Your Aadhaar update appointment is tomorrow.,2025-01-10 11:37:52,,
Sender_491,Sister: Can you pick me up from college today?,2025-01-10 08:37:52,,
Sender_334,₹97388 debited from your account.,2025-01-15 16:37:52,97388.0,Very High Value
Sender_337,"You've won $1,000,000! Claim now by clicking here.",2025-01-17 11:37:52,,
Sender_868,Boarding pass issued for your flight to Dubai.,2025-01-20 22:37:52,,
Sender_776,Your loan application for ₹60786 has been approved.,2025-01-22 15:37:52,60786.0,Very High Value
Sender_611,"Special offer: Buy 2, Get 1 Free.",2025-01-12 19:37:52,,
Sender_432,Hurry! Get 25% off on your first order.,2025-01-13 22:37:52,,
Sender_779,New job opening in your preferred industry.,2025-01-07 03:37:52,,
Sender_252,Congratulations! Your job application is shortlisted.,2025-01-29 20:37:52,,
Sender_682,HR update: Your interview is scheduled for Monday.,2025-01-13 20:37:52,,
Sender_698,Verification code: 112233 for account activation.,2025-01-21 16:37:52,,
Sender_860,Big clearance sale! Up to 50% off.,2025-01-26 09:37:52,,
Sender_426,Water bill payment successful. Amount: ₹500.,2025-01-22 17:37:52,,
Sender_625,Pharmacy alert: New medicines available.,2025-01-14 03:37:52,,
Sender_564,Flash sale! Discounts up to 70%.,2025-01-19 03:37:52,,
Sender_905,Flight AI-302 to Mumbai departs at 8:00 AM.,2025-01-13 10:37:52,,
Sender_637,Train 12345 is delayed by 30 minutes.,2025-01-24 20:37:52,,
Sender_210,Secure login OTP: 654321.,2025-01-30 05:37:52,,
Sender_495,Train 12345 is delayed by 30 minutes.,2025-01-10 05:37:52,,
Sender_981,Your reservation has been modified. Check details.,2025-01-25 14:37:52,,
Sender_808,"You've won $1,000,000! Claim now by clicking here.",2025-01-13 07:37:52,,
Sender_555,Use code WELCOME10 for ₹100 off.,2025-01-23 12:37:52,,
Sender_874,Received ₹40386 via UPI transfer.,2025-01-27 18:37:52,40386.0,High Value
Sender_888,Let's discuss the new client proposal over lunch.,2025-01-30 16:37:52,,
Sender_538,Dad: Don't forget to pay the electricity bill.,2025-02-01 15:37:52,,
Sender_781,Salary of ₹53230 deposited successfully.,2025-01-04 14:37:52,53230.0,Very High Value
Sender_632,New business proposal received.,2025-01-11 11:37:52,,
Sender_800,Your loan application for ₹16383 has been approved.,2025-01-11 23:37:52,16383.0,High Value
Sender_718,Seasonal sale is live! Don't miss out.,2025-01-10 11:37:52,,
Sender_241,Transaction OTP: 987654. Valid for 5 minutes.,2025-01-20 14:37:52,,
Sender_865,Let's discuss the new client proposal over lunch.,2025-01-04 19:37:52,,
Sender_519,Gas bill alert: Pay ₹750 before the due date.,2025-01-20 17:37:52,,
Sender_857,Seasonal sale is live! Don't miss out.,2025-01-11 04:37:52,,
Sender_587,Suspicious login detected. Reset your password now.,2025-01-30 06:37:52,,
Sender_728,Congratulations! Your job application is shortlisted.,2025-01-11 14:37:52,,
Sender_114,UPI payment of ₹14996 successful.,2025-01-16 18:37:52,14996.0,High Value
Sender_571,Reminder: Team meeting at 10 AM tomorrow.,2025-01-18 03:37:52,,
Sender_973,Big clearance sale! Up to 50% off.,2025-01-09 16:37:52,,
Sender_490,New job opening in your preferred industry.,2025-01-25 20:37:52,,
Sender_223,Verification code: 112233 for account activation.,2025-02-02 14:37:52,,
Sender_855,New business proposal received.,2025-01-08 09:37:52,,
Sender_846,Use 778899 to reset your password.,2025-01-24 16:37:52,,
Sender_250,Claim your jackpot winnings now before the deadline!,2025-01-24 07:37:52,,
Sender_613,"You've won $1,000,000! Claim now by clicking here.",2025-01-22 17:37:52,,
Sender_572,New business proposal received.,2025-01-25 19:37:52,,
Sender_534,Your mobile number has been selected for a lottery prize!,2025-01-23 19:37:52,,
Sender_338,Your bank OTP is 123456. Do not share with anyone.,2025-01-05 11:37:52,,
Sender_831,Doctor's appointment confirmed for 3 PM.,2025-01-18 05:37:52,,
Sender_506,Hey buddy! Let's catch up this weekend.,2025-01-24 09:37:52,,
Sender_630,₹93540 debited from your account.,2025-01-12 05:37:52,93540.0,Very High Value
Sender_808,Important: Property tax deadline extended.,2025-01-08 23:37:52,,
Sender_810,Flight AI-302 to Mumbai departs at 8:00 AM.,2025-01-16 09:37:52,,
Sender_533,Verification code: 112233 for account activation.,2025-01-29 08:37:52,,
Sender_685,Exclusive flash sale for members only!,2025-01-15 17:37:52,,
Sender_717,"Congratulations! You are the lucky winner of ₹10,000 cash prize!",2025-01-16 02:37:52,,
Sender_474,Received ₹31600 via UPI transfer.,2025-01-17 18:37:52,31600.0,High Value
Sender_347,EMI payment of ₹1901 is due next week.,2025-01-30 14:37:52,1901.0,Medium Value
Sender_980,HR update: Your interview is scheduled for Monday.,2025-01-14 04:37:52,,
Sender_209,₹50467 has been credited to your account.,2025-01-23 12:37:52,50467.0,Very High Value
Sender_362,Salary of ₹24863 deposited successfully.,2025-01-24 15:37:52,24863.0,High Value
Sender_389,IRCTC update: Train timings have changed.,2025-01-14 03:37:52,,
Sender_687,Flight AI-302 to Mumbai departs at 8:00 AM.,2025-01-30 19:37:52,,
Sender_638,Doctor's appointment confirmed for 3 PM.,2025-01-03 00:37:52,,
Sender_487,Hotel booking confirmed at Taj Mumbai.,2025-01-06 21:37:52,,
Sender_732,Use 778899 to reset your password.,2025-01-14 04:37:52,,
Sender_224,Big clearance sale! Up to 50% off.,2025-01-18 21:37:52,,
Sender_160,Game night at my place? Let me know!,2025-01-11 17:37:52,,
Sender_606,Use code WELCOME10 for ₹100 off.,2025-01-03 21:37:52,,
Sender_209,"Mom: Dinner is ready, come home soon.",2025-01-26 03:37:52,,
Sender_314,Transaction OTP: 987654. Valid for 5 minutes.,2025-01-05 03:37:52,,
Sender_334,Check-in reminder: Hotel stay starts tomorrow.,2025-01-31 14:37:52,,
Sender_663,Loan statement is available for ₹42983.,2025-01-06 02:37:52,42983.0,High Value
Sender_860,Exclusive promo code: SAVE50 for your next purchase.,2025-01-07 23:37:52,,
Sender_455,Use 778899 to reset your password.,2025-01-12 16:37:52,,
Sender_679,IRCTC update: Train timings have changed.,2025-01-16 17:37:52,,
Sender_947,Your login OTP for AppXYZ is 456789.,2025-01-25 09:37:52,,
Sender_748,HR update: Your interview is scheduled for Monday.,2025-01-12 11:37:52,,
Sender_736,Client meeting scheduled at 2 PM.,2025-01-06 08:37:52,,
Sender_661,"You've won $1,000,000! Claim now by clicking here.",2025-01-02 22:37:52,,
Sender_550,Reminder: Your health check-up is due.,2025-01-29 15:37:52,,
Sender_291,Your card limit has been increased to ₹60488.,2025-01-11 16:37:52,60488.0,Very High Value
Sender_100,Reminder: Your health check-up is due.,2025-01-29 22:37:52,,
Sender_324,Sister: Can you pick me up from college today?,2025-01-07 14:37:52,,
Sender_438,New update from your tax department.,2025-01-18 00:37:52,,
Sender_661,Flight AI-302 to Mumbai departs at 8:00 AM.,2025-01-30 07:37:52,,
Sender_234,Claim your jackpot winnings now before the deadline!,2025-01-30 17:37:52,,
Sender_500,Festive offer: Flat 30% discount on all items.,2025-01-07 15:37:52,,
Sender_780,Water bill payment successful. Amount: ₹500.,2025-01-08 22:37:52,,
Sender_962,EMI overdue! Pay ₹21721 immediately to avoid penalty.,2025-01-23 07:37:52,21721.0,High Value
Sender_960,Hurry! Get 25% off on your first order.,2025-01-06 10:37:52,,
Sender_766,Congratulations! Your job application is shortlisted.,2025-01-10 01:37:52,,
Sender_562,Your blood test results are available online.,2025-02-01 11:37:52,,
Sender_304,Gas bill alert: Pay ₹750 before the due date.,2025-01-30 07:37:52,,
Sender_274,Reminder: Team meeting at 10 AM tomorrow.,2025-01-27 09:37:52,,
Sender_241,Secure login OTP: 654321.,2025-01-25 02:37:52,,
Sender_985,Loan statement is available for ₹82147.,2025-01-13 15:37:52,82147.0,Very High Value
Sender_710,Your login OTP for AppXYZ is 456789.,2025-01-23 22:37:52,,
Sender_727,Hurry! Get 25% off on your first order.,2025-01-13 14:37:52,,
Sender_972,Company update: Q2 performance report available.,2025-01-10 17:37:52,,
Sender_192,Secure login OTP: 654321.,2025-01-20 22:37:52,,
Sender_934,Reminder: Your health check-up is due.,2025-01-18 14:37:52,,
Sender_937,Hurry! Get 25% off on your first order.,2025-01-14 10:37:52,,
Sender_465,Secure login OTP: 654321.,2025-01-10 07:37:52,,
Sender_894,EMI payment of ₹37905 is due next week.,2025-01-09 20:37:52,37905.0,High Value
Sender_955,Your login OTP for AppXYZ is 456789.,2025-02-01 06:37:52,,
Sender_660,Prescription refill reminder: Check your stock.,2025-01-30 19:37:52,,
Sender_702,New update from your tax department.,2025-01-21 22:37:52,,
Sender_255,Flight AI-302 to Mumbai departs at 8:00 AM.,2025-01-30 08:37:52,,
Sender_745,Transaction OTP: 987654. Valid for 5 minutes.,2025-01-07 02:37:52,,
Sender_708,Reminder: Your Aadhaar update appointment is tomorrow.,2025-01-19 22:37:52,,
Sender_610,Client meeting scheduled at 2 PM.,2025-01-17 22:37:52,,
Sender_430,Hey buddy! Let's catch up this weekend.,2025-01-04 06:37:52,,
Sender_249,Water bill payment successful. Amount: ₹500.,2025-01-07 14:37:52,,
Sender_780,Check-in reminder: Hotel stay starts tomorrow.,2025-01-14 20:37:52,,
Sender_122,Your card limit has been increased to ₹92484.,2025-01-22 11:37:52,92484.0,Very High Value
Sender_343,Use 778899 to reset your password.,2025-01-29 23:37:52,,
Sender_207,Limited-time sale! Buy 1 Get 1 Free on electronics.,2025-01-25 03:37:52,,
Sender_399,Your bank OTP is 123456. Do not share with anyone.,2025-01-14 15:37:52,,
Sender_616,Your electricity bill of ₹1200 is due on 10th.,2025-01-08 04:37:52,,
Sender_684,Gas bill alert: Pay ₹750 before the due date.,2025-02-01 12:37:52,,
Sender_584,Lab reports ready for pickup.,2025-01-10 23:37:52,,
Sender_940,Your login OTP for AppXYZ is 456789.,2025-01-17 18:37:52,,
Sender_231,Client meeting scheduled at 2 PM.,2025-01-07 05:37:52,,
Sender_354,HR update: Your interview is scheduled for Monday.,2025-01-27 18:37:52,,
Sender_440,New update from your tax department.,2025-01-20 00:37:52,,
Sender_480,Let's discuss the new client proposal over lunch.,2025-01-25 04:37:52,,
Sender_801,Festive offer: Flat 30% discount on all items.,2025-01-17 11:37:52,,
Sender_146,Warning! Your account may be at risk. Contact support now.,2025-01-06 03:37:52,,
Sender_692,Water bill payment successful. Amount: ₹500.,2025-01-12 22:37:52,,
Sender_728,Game night at my place? Let me know!,2025-01-12 18:37:52,,
Sender_100,Your card was used for a ₹4751 purchase.,2025-01-08 13:37:52,4751.0,Medium Value
Sender_476,Use code WELCOME10 for ₹100 off.,2025-01-09 07:37:52,,
Sender_255,Company update: Q2 performance report available.,2025-01-26 04:37:52,,
Sender_531,HR update: Your interview is scheduled for Monday.,2025-01-31 11:37:52,,
Sender_523,Warning! Your account may be at risk. Contact support now.,2025-01-23 00:37:52,,
Sender_484,Verification code: 112233 for account activation.,2025-01-21 09:37:52,,
Sender_162,Doctor's appointment confirmed for 3 PM.,2025-02-01 12:37:52,,
Sender_561,Seasonal sale is live! Don't miss out.,2025-01-13 01:37:52,,
Sender_991,Dad: Don't forget to pay the electricity bill.,2025-02-02 05:37:52,,
Sender_952,"Congratulations! You are the lucky winner of ₹10,000 cash prize!",2025-01-07 21:37:52,,
Sender_421,"Mom: Dinner is ready, come home soon.",2025-01-17 14:37:52,,
Sender_928,IRCTC update: Train timings have changed.,2025-01-25 18:37:52,,
Sender_393,Your bank OTP is 123456. Do not share with anyone.,2025-01-29 03:37:52,,
Sender_951,New job opening in your preferred industry.,2025-01-14 03:37:52,,
Sender_869,Check-in reminder: Hotel stay starts tomorrow.,2025-01-13 17:37:52,,
Sender_355,Hurry! Get 25% off on your first order.,2025-01-03 20:37:52,,
Sender_521,Gas bill alert: Pay ₹750 before the due date.,2025-01-13 23:37:52,,
Sender_967,Exclusive flash sale for members only!,2025-01-21 16:37:52,,
Sender_905,Flight AI-302 to Mumbai departs at 8:00 AM.,2025-01-09 19:37:52,,
Sender_581,Hey buddy! Let's catch up this weekend.,2025-01-03 11:37:52,,
Sender_164,Your flight has been rescheduled. Check details.,2025-01-11 08:37:52,,
Sender_183,Train 12345 is delayed by 30 minutes.,2025-01-12 19:37:52,,
Sender_536,Pharmacy alert: New medicines available.,2025-01-26 18:37:52,,
Sender_778,Verification code: 112233 for account activation.,2025-01-31 11:37:52,,
Sender_191,Your monthly EMI of ₹14580 has been deducted.,2025-01-24 16:37:52,14580.0,High Value
Sender_747,"Special offer: Buy 2, Get 1 Free.",2025-01-08 22:37:52,,
Sender_753,Your login OTP for AppXYZ is 456789.,2025-01-25 16:37:52,,
Sender_381,EMI payment of ₹7448 is due next week.,2025-01-11 19:37:52,7448.0,Medium Value
Sender_612,Reminder: Your Aadhaar update appointment is tomorrow.,2025-01-18 17:37:52,,
Sender_655,₹27361 spent on your credit card at Amazon.,2025-01-12 22:37:52,27361.0,High Value
Sender_990,Hey buddy! Let's catch up this weekend.,2025-01-22 01:37:52,,
Sender_331,Congratulations! Your job application is shortlisted.,2025-01-22 18:37:52,,
Sender_736,"You've won $1,000,000! Claim now by clicking here.",2025-01-14 04:37:52,,
Sender_525,Your medicine order is ready for delivery.,2025-02-02 08:37:52,,
Sender_650,New business proposal received.,2025-01-20 15:37:52,,
Sender_418,Your mobile number has been selected for a lottery prize!,2025-01-25 22:37:52,,
Sender_827,Pharmacy alert: New medicines available.,2025-01-21 20:37:52,,
Sender_690,Flight AI-302 to Mumbai departs at 8:00 AM.,2025-01-13 11:37:52,,
Sender_495,New update from your tax department.,2025-01-19 04:37:52,,
Sender_423,Special offer! Get 50% off on all products.,2025-01-03 09:37:52,,
Sender_173,₹96424 has been credited to your account.,2025-01-18 12:37:52,96424.0,Very High Value
Sender_697,New business proposal received.,2025-01-02 20:37:52,,
Sender_383,Water bill payment successful. Amount: ₹500.,2025-01-04 21:37:52,,
Sender_849,Flight AI-302 to Mumbai departs at 8:00 AM.,2025-01-31 17:37:52,,
Sender_431,Festive offer: Flat 30% discount on all items.,2025-01-14 14:37:52,,
Sender_760,Seasonal sale is live! Don't miss out.,2025-01-17 14:37:52,,
Sender_288,Your electricity bill of ₹1200 is due on 10th.,2025-01-09 15:37:52,,
Sender_850,Your UPI transaction of ₹21083 was declined.,2025-01-12 10:37:52,21083.0,High Value
Sender_401,Your loan application for ₹83936 has been approved.,2025-01-10 18:37:52,83936.0,Very High Value
Sender_708,Missed you at the party yesterday. Where were you?,2025-01-05 03:37:52,,
Sender_721,Client meeting scheduled at 2 PM.,2025-01-28 01:37:52,,
Sender_845,Prescription refill reminder: Check your stock.,2025-01-05 06:37:52,,
Sender_630,Your loan application for ₹90421 has been approved.,2025-01-18 12:37:52,90421.0,Very High Value
Sender_454,Lab reports ready for pickup.,2025-01-04 21:37:52,,
Sender_879,Boarding pass issued for your flight to Dubai.,2025-01-04 05:37:52,,
Sender_452,"Special offer: Buy 2, Get 1 Free.",2025-01-09 13:37:52,,
Sender_698,Dad: Don't forget to pay the electricity bill.,2025-02-01 00:37:52,,
Sender_906,Loan statement is available for ₹75924.,2025-01-27 23:37:52,75924.0,Very High Value
Sender_402,Transaction OTP: 987654. Valid for 5 minutes.,2025-01-26 02:37:52,,
Sender_356,Your cashback of ₹70905 is credited.,2025-01-17 04:37:52,70905.0,Very High Value
Sender_311,Verification code: 112233 for account activation.,2025-01-24 22:37:52,,
Sender_213,Limited-time sale! Buy 1 Get 1 Free on electronics.,2025-01-10 00:37:52,,
Sender_551,Your electricity bill of ₹1200 is due on 10th.,2025-01-13 11:37:52,,
Sender_908,New update from your tax department.,2025-01-24 18:37:52,,
Sender_870,Warning! Your account may be at risk. Contact support now.,2025-01-27 23:37:52,,
Sender_320,New job opening in your preferred industry.,2025-01-24 01:37:52,,
Sender_377,New job opening in your preferred industry.,2025-01-13 08:37:52,,
Sender_638,Client meeting scheduled at 2 PM.,2025-02-02 17:37:52,,
Sender_576,Seasonal sale is live! Don't miss out.,2025-02-01 15:37:52,,
Sender_945,Pharmacy alert: New medicines available.,2025-01-12 10:37:52,,
Sender_189,Reminder: Your Aadhaar update appointment is tomorrow.,2025-01-18 11:37:52,,
Sender_516,Warning! Your account may be at risk. Contact support now.,2025-01-28 20:37:52,,
Sender_247,Special offer! Get 50% off on all products.,2025-01-13 10:37:52,,
Sender_757,Train 12345 is delayed by 30 minutes.,2025-01-06 22:37:52,,
Sender_123,Reminder: Your health check-up is due.,2025-01-13 10:37:52,,
Sender_705,Exclusive promo code: SAVE50 for your next purchase.,2025-01-27 23:37:52,,
Sender_127,Seasonal sale is live! Don't miss out.,2025-01-16 22:37:52,,
Sender_740,Pharmacy alert: New medicines available.,2025-01-30 22:37:52,,
Sender_468,Work update: Project deadline extended by a week.,2025-01-20 17:37:52,,
Sender_530,Reminder: Your health check-up is due.,2025-01-07 04:37:52,,
Sender_624,Reminder: Your Aadhaar update appointment is tomorrow.,2025-01-14 21:37:52,,
Sender_539,Secure login OTP: 654321.,2025-01-20 11:37:52,,
Sender_679,Important: Property tax deadline extended.,2025-01-10 12:37:52,,
Sender_453,"You've won $1,000,000! Claim now by clicking here.",2025-01-31 02:37:52,,
Sender_217,Company update: Q2 performance report available.,2025-01-28 18:37:52,,
Sender_384,Client meeting scheduled at 2 PM.,2025-01-10 10:37:52,,
Sender_869,Your train ticket to Delhi is confirmed.,2025-01-11 12:37:52,,
Sender_105,HR update: Your interview is scheduled for Monday.,2025-02-02 12:37:52,,
Sender_395,Boarding pass issued for your flight to Dubai.,2025-01-12 00:37:52,,
Sender_701,Dental appointment booked for 5 PM tomorrow.,2025-01-23 11:37:52,,
Sender_138,EMI overdue! Pay ₹85063 immediately to avoid penalty.,2025-01-29 06:37:52,85063.0,Very High Value
Sender_789,Limited-time sale! Buy 1 Get 1 Free on electronics.,2025-01-14 16:37:52,,
Sender_934,Hey buddy! Let's catch up this weekend.,2025-01-12 06:37:52,,
Sender_528,Company update: Q2 performance report available.,2025-01-25 13:37:52,,
Sender_895,Loan statement is available for ₹41171.,2025-01-26 18:37:52,41171.0,High Value
Sender_649,Prescription refill reminder: Check your stock.,2025-01-16 19:37:52,,
Sender_308,HR update: Your interview is scheduled for Monday.,2025-01-03 01:37:52,,
Sender_646,Check-in reminder: Hotel stay starts tomorrow.,2025-01-21 17:37:52,,
Sender_650,Gas bill alert: Pay ₹750 before the due date.,2025-01-14 21:37:52,,
Sender_452,Your monthly EMI of ₹30135 has been deducted.,2025-01-10 03:37:52,30135.0,High Value
Sender_678,Gas bill alert: Pay ₹750 before the due date.,2025-01-07 23:37:52,,
Sender_844,Flash sale! Discounts up to 70%.,2025-01-26 13:37:52,,
Sender_615,Reminder: Your Aadhaar update appointment is tomorrow.,2025-01-30 04:37:52,,
Sender_887,"Mom: Dinner is ready, come home soon.",2025-01-07 16:37:52,,
Sender_444,Gas bill alert: Pay ₹750 before the due date.,2025-01-18 09:37:52,,
Sender_679,Use 778899 to reset your password.,2025-01-28 02:37:52,,
Sender_434,Your reservation has been modified. Check details.,2025-01-18 19:37:52,,
Sender_364,Congratulations! Your job application is shortlisted.,2025-01-15 15:37:52,,
Sender_105,Train 12345 is delayed by 30 minutes.,2025-01-20 20:37:52,,
Sender_818,New update from your tax department.,2025-01-18 08:37:52,,
Sender_935,HR update: Your interview is scheduled for Monday.,2025-01-04 07:37:52,,
Sender_593,"You've won $1,000,000! Claim now by clicking here.",2025-01-06 05:37:52,,
Sender_526,Important: Property tax deadline extended.,2025-02-01 20:37:52,,
Sender_338,"Special offer: Buy 2, Get 1 Free.",2025-01-14 18:37:52,,
Sender_695,HR update: Your interview is scheduled for Monday.,2025-01-21 19:37:52,,
Sender_385,Credit card payment of ₹84630 due tomorrow.,2025-01-29 02:37:52,84630.0,Very High Value
Sender_992,HR update: Your interview is scheduled for Monday.,2025-01-10 05:37:52,,
Sender_345,Your train ticket to Delhi is confirmed.,2025-01-14 07:37:52,,
Sender_791,Lab reports ready for pickup.,2025-01-25 20:37:52,,
Sender_430,Your login OTP for AppXYZ is 456789.,2025-01-31 13:37:52,,
Sender_996,₹55664 has been credited to your account.,2025-01-24 07:37:52,55664.0,Very High Value
Sender_265,Let's discuss the new client proposal over lunch.,2025-01-21 01:37:52,,
Sender_241,Pharmacy alert: New medicines available.,2025-01-03 21:37:52,,
Sender_402,Dad: Don't forget to pay the electricity bill.,2025-01-18 00:37:52,,
Sender_866,Special offer! Get 50% off on all products.,2025-01-30 08:37:52,,
Sender_721,Lab reports ready for pickup.,2025-01-30 06:37:52,,
Sender_654,Check-in reminder: Hotel stay starts tomorrow.,2025-01-23 08:37:52,,
Sender_845,Missed you at the party yesterday. Where were you?,2025-01-02 18:37:52,,
Sender_207,Use code WELCOME10 for ₹100 off.,2025-01-28 01:37:52,,
Sender_470,Flight AI-302 to Mumbai departs at 8:00 AM.,2025-01-28 06:37:52,,
Sender_434,Gas bill alert: Pay ₹750 before the due date.,2025-01-24 18:37:52,,
Sender_177,Flight AI-302 to Mumbai departs at 8:00 AM.,2025-01-22 01:37:52,,
Sender_393,"Mom: Dinner is ready, come home soon.",2025-01-09 15:37:52,,
Sender_134,Let's discuss the new client proposal over lunch.,2025-01-24 06:37:52,,
Sender_121,New job opening in your preferred industry.,2025-01-25 04:37:52,,
Sender_275,Your login OTP for AppXYZ is 456789.,2025-01-15 09:37:52,,
Sender_801,MRI report uploaded. Check your email.,2025-01-04 07:37:52,,
Sender_985,Received ₹42125 via UPI transfer.,2025-01-23 18:37:52,42125.0,High Value
Sender_531,Client meeting scheduled at 2 PM.,2025-01-14 23:37:52,,
Sender_634,Reminder: Your health check-up is due.,2025-01-10 18:37:52,,
Sender_803,Your medicine order is ready for delivery.,2025-01-20 00:37:52,,
Sender_317,EMI overdue! Pay ₹15819 immediately to avoid penalty.,2025-01-05 07:37:52,15819.0,High Value
Sender_450,EMI overdue! Pay ₹51700 immediately to avoid penalty.,2025-01-25 19:37:52,51700.0,Very High Value
Sender_678,Client meeting scheduled at 2 PM.,2025-01-25 18:37:52,,
Sender_616,Your train ticket to Delhi is confirmed.,2025-01-14 20:37:52,,
Sender_259,HR update: Your interview is scheduled for Monday.,2025-01-15 05:37:52,,
Sender_665,Gas bill alert: Pay ₹750 before the due date.,2025-01-10 05:37:52,,
Sender_410,Your bank OTP is 123456. Do not share with anyone.,2025-01-31 01:37:52,,
Sender_996,MRI report uploaded. Check your email.,2025-01-19 13:37:52,,
Sender_777,Client meeting scheduled at 2 PM.,2025-01-31 23:37:52,,
Sender_644,"Congratulations! You are the lucky winner of ₹10,000 cash prize!",2025-01-29 04:37:52,,
Sender_322,Check-in reminder: Hotel stay starts tomorrow.,2025-01-28 03:37:52,,
Sender_802,Sister: Can you pick me up from college today?,2025-01-05 15:37:52,,
Sender_202,₹93668 has been credited to your account.,2025-01-06 21:37:52,93668.0,Very High Value
Sender_614,Use 778899 to reset your password.,2025-01-27 05:37:52,,
Sender_535,Your electricity bill of ₹1200 is due on 10th.,2025-01-25 13:37:52,,
Sender_529,HR update: Your interview is scheduled for Monday.,2025-01-23 11:37:52,,
Sender_882,Your login OTP for AppXYZ is 456789.,2025-01-10 05:37:52,,
